run_no,timestamp,xLeaderReal,vLeaderReal,aLeaderReal,xFollowerReal,vFollowerReal,aFollowerReal,xLeaderReal_next,vLeaderReal_next,aLeaderReal_next,xFollowerReal_next,vFollowerReal_next,aFollowerReal_next,spacing,speed_difference,follower_id,leader_id
3,141.7,4274.05335,29.5345,-0.11,4245.67925,30.006,-0.4,4277.0068,29.5235,0.0,4248.67985,29.9655,-0.41,23.3741,0.4714999999999989,68,91
3,141.8,4277.0068,29.5235,0.0,4248.67985,29.9655,-0.41,4279.95915,29.523000000000003,-0.11,4251.6764,29.925,-0.41,23.32694999999967,0.44200000000000017,68,91
3,141.9,4279.95915,29.523000000000003,-0.11,4251.6764,29.925,-0.41,4282.91145,29.511999999999997,-0.11,4254.6689,29.884,-0.41,23.282749999999396,0.40199999999999747,68,91
3,142.0,4282.91145,29.511999999999997,-0.11,4254.6689,29.884,-0.41,4285.86265,29.500999999999998,-0.21,4257.6573,29.8435,-0.51,23.242549999999937,0.37200000000000344,68,91
3,142.1,4285.86265,29.500999999999998,-0.21,4257.6573,29.8435,-0.51,4288.81275,29.48,-0.21,4260.64165,29.79300000000001,-0.41,23.20535000000018,0.34250000000000114,68,91
3,142.2,4288.81275,29.48,-0.21,4260.64165,29.79300000000001,-0.41,4291.76075,29.459,-0.22,4263.62095,29.752,-0.51,23.17110000000048,0.3130000000000095,68,91
3,142.3,4291.76075,29.459,-0.22,4263.62095,29.752,-0.51,4294.70665,29.4375,-0.21,4266.59615,29.701,-0.5,23.139799999999923,0.29299999999999926,68,91
3,142.4,4294.70665,29.4375,-0.21,4266.59615,29.701,-0.5,4297.6504,29.4165,-0.21,4269.56625,29.6505,-0.61,23.110499999999774,0.2635000000000005,68,91
3,142.5,4297.6504,29.4165,-0.21,4269.56625,29.6505,-0.61,4300.59205,29.3955,-0.31,4272.5313,29.5895,-0.51,23.08415000000059,0.23400000000000176,68,91
3,142.6,4300.59205,29.3955,-0.31,4272.5313,29.5895,-0.51,4303.5316,29.364,-0.31,4275.49025,29.539,-0.51,23.060750000000553,0.19400000000000261,68,91
3,142.7,4303.5316,29.364,-0.31,4275.49025,29.539,-0.51,4306.468,29.333000000000002,-0.42,4278.44415,29.488000000000003,-0.61,23.04135000000042,0.1750000000000007,68,91
3,142.8,4306.468,29.333000000000002,-0.42,4278.44415,29.488000000000003,-0.61,4309.4013,29.2915,-0.41,4281.39295,29.427,-0.6,23.023849999999584,0.15500000000000114,68,91
3,142.9,4309.4013,29.2915,-0.41,4281.39295,29.427,-0.6,4312.33045,29.2505,-0.42,4284.33565,29.3665,-0.61,23.008350000000064,0.1355000000000004,68,91
3,143.0,4312.33045,29.2505,-0.42,4284.33565,29.3665,-0.61,4315.2555,29.209,-0.41,4287.2723,29.3055,-0.6,22.994800000000396,0.11599999999999966,68,91
3,143.1,4315.2555,29.209,-0.41,4287.2723,29.3055,-0.6,4318.1764,29.16800000000001,-0.41,4290.20285,29.245,-0.61,22.98320000000058,0.09649999999999892,68,91
3,143.2,4318.1764,29.16800000000001,-0.41,4290.20285,29.245,-0.61,4321.0932,29.1265,-0.51,4293.12735,29.1845,-0.6,22.973550000000614,0.07699999999999108,68,91
3,143.3,4321.0932,29.1265,-0.51,4293.12735,29.1845,-0.6,4324.00585,29.0755,-0.51,4296.0458,29.124000000000002,-0.61,22.9658500000005,0.05799999999999983,68,91
3,143.4,4324.00585,29.0755,-0.51,4296.0458,29.124000000000002,-0.61,4326.9134,29.0245,-0.42,4298.9582,29.0635,-0.6,22.960049999999683,0.048500000000000654,68,91
3,143.5,4326.9134,29.0245,-0.42,4298.9582,29.0635,-0.6,4329.81585,28.983,-0.5,4301.86455,29.003,-0.6,22.955200000000332,0.03900000000000148,68,91
3,143.6,4329.81585,28.983,-0.5,4301.86455,29.003,-0.6,4332.71415,28.9325,-0.51,4304.76485,28.9425,-0.6,22.95129999999972,0.019999999999999574,68,91
3,143.7,4332.71415,28.9325,-0.51,4304.76485,28.9425,-0.6,4335.6074,28.8815,-0.51,4307.6591,28.8825,-0.51,22.94930000000022,0.00999999999999801,68,91
3,143.8,4335.6074,28.8815,-0.51,4307.6591,28.8825,-0.51,4338.49555,28.8305,-0.51,4310.54735,28.831999999999997,-0.6,22.948300000000017,0.0010000000000012221,68,91
3,143.9,4338.49555,28.8305,-0.51,4310.54735,28.831999999999997,-0.6,4341.3786,28.78,-0.5,4313.43055,28.772,-0.6,22.948199999999815,0.0014999999999965041,68,91
3,144.0,4341.3786,28.78,-0.5,4313.43055,28.772,-0.6,4344.2566,28.7295,-0.51,4316.30775,28.712,-0.6,22.948049999999967,-0.008000000000002672,68,91
3,144.1,4344.2566,28.7295,-0.51,4316.30775,28.712,-0.6,4347.12955,28.6785,-0.5,4319.17895,28.6515,-0.6,22.948849999999766,-0.017500000000001847,68,91
3,144.2,4347.12955,28.6785,-0.5,4319.17895,28.6515,-0.6,4349.9974,28.628,-0.6,4322.0441,28.5915,-0.6,22.950599999999213,-0.027000000000001023,68,91
3,144.3,4349.9974,28.628,-0.6,4322.0441,28.5915,-0.6,4352.8602,28.5675,-0.5,4324.90325,28.5315,-0.61,22.953300000000127,-0.0365000000000002,68,91
3,144.4,4352.8602,28.5675,-0.5,4324.90325,28.5315,-0.61,4355.71695,28.517,-0.61,4327.7564,28.471,-0.6,22.95694999999978,-0.03599999999999781,68,91
3,144.5,4355.71695,28.517,-0.61,4327.7564,28.471,-0.6,4358.56865,28.456,-0.61,4330.6035,28.410999999999998,-0.61,22.960549999999785,-0.045999999999999375,68,91
3,144.6,4358.56865,28.456,-0.61,4330.6035,28.410999999999998,-0.61,4361.41425,28.3955,-0.6,4333.4446,28.3505,-0.7,22.965149999999994,-0.045000000000001705,68,91
3,144.7,4361.41425,28.3955,-0.6,4333.4446,28.3505,-0.7,4364.2538,28.335,-0.6,4336.27965,28.2805,-0.6,22.96965,-0.04499999999999815,68,91
