run_no,timestamp,xLeaderReal,vLeaderReal,aLeaderReal,xFollowerReal,vFollowerReal,aFollowerReal,xLeaderReal_next,vLeaderReal_next,aLeaderReal_next,xFollowerReal_next,vFollowerReal_next,aFollowerReal_next,spacing,speed_difference,follower_id,leader_id
21,171.0,4300.6592,23.496,0.26,4284.7589,23.3615,0.17,4303.0088,23.522,0.21,4287.09505,23.3785,0.17,10.900300000000243,-0.13449999999999918,71,3
21,171.1,4303.0088,23.522,0.21,4287.09505,23.3785,0.17,4305.361,23.5435,0.21,4289.4329,23.3955,0.21,10.913749999999709,-0.14349999999999952,71,3
21,171.2,4305.361,23.5435,0.21,4289.4329,23.3955,0.21,4307.71535,23.564,0.21,4291.77245,23.4165,0.16,10.928100000000086,-0.14800000000000324,71,3
21,171.3,4307.71535,23.564,0.21,4291.77245,23.4165,0.16,4310.07175,23.585,0.2,4294.1141,23.433000000000003,0.11,10.942900000000009,-0.14750000000000085,71,3
21,171.4,4310.07175,23.585,0.2,4294.1141,23.433000000000003,0.11,4312.43025,23.605,0.15,4296.4574,23.44400000000001,0.1,10.957650000000285,-0.15199999999999747,71,3
21,171.5,4312.43025,23.605,0.15,4296.4574,23.44400000000001,0.1,4314.79075,23.6205,0.1,4298.8018,23.4545,0.06,10.972850000000108,-0.1609999999999907,71,3
21,171.6,4314.79075,23.6205,0.1,4298.8018,23.4545,0.06,4317.1528,23.6305,0.05,4301.14725,23.4605,0.0,10.988949999999932,-0.16600000000000037,71,3
21,171.7,4317.1528,23.6305,0.05,4301.14725,23.4605,0.0,4319.51585,23.6355,0.04,4303.4933,23.4605,0.0,11.005549999999857,-0.1700000000000017,71,3
21,171.8,4319.51585,23.6355,0.04,4303.4933,23.4605,0.0,4321.8794,23.6395,0.05,4305.83935,23.4605,0.0,11.022549999999683,-0.1750000000000007,71,3
21,171.9,4321.8794,23.6395,0.05,4305.83935,23.4605,0.0,4324.24335,23.6445,-0.01,4308.1854,23.4605,0.0,11.04004999999961,-0.17900000000000205,71,3
21,172.0,4324.24335,23.6445,-0.01,4308.1854,23.4605,0.0,4326.6078,23.644000000000002,0.05,4310.53145,23.46,-0.05,11.057949999999437,-0.18400000000000105,71,3
21,172.1,4326.6078,23.644000000000002,0.05,4310.53145,23.46,-0.05,4328.9722,23.649,0.05,4312.87745,23.455,-0.06,11.076349999999366,-0.18400000000000105,71,3
21,172.2,4328.9722,23.649,0.05,4312.87745,23.455,-0.06,4331.3371,23.6535,0.0,4315.22295,23.4495,-0.05,11.094750000000204,-0.19400000000000261,71,3
21,172.3,4331.3371,23.6535,0.0,4315.22295,23.4495,-0.05,4333.70245,23.6535,0.05,4317.5679,23.44400000000001,-0.05,11.114149999999427,-0.20400000000000063,71,3
21,172.4,4333.70245,23.6535,0.05,4317.5679,23.44400000000001,-0.05,4336.0678,23.6585,0.05,4319.9123,23.439,-0.05,11.134549999999763,-0.20949999999999136,71,3
21,172.5,4336.0678,23.6585,0.05,4319.9123,23.439,-0.05,4338.43365,23.663,0.05,4322.2562,23.4335,-0.05,11.155499999999847,-0.21950000000000003,71,3
21,172.6,4338.43365,23.663,0.05,4322.2562,23.4335,-0.05,4340.79995,23.66800000000001,0.1,4324.59955,23.4285,0.0,11.177450000000135,-0.2295000000000016,71,3
21,172.7,4340.79995,23.66800000000001,0.1,4324.59955,23.4285,0.0,4343.16675,23.678,0.1,4326.9424,23.4285,-0.05,11.200399999999718,-0.23950000000001026,71,3
21,172.8,4343.16675,23.678,0.1,4326.9424,23.4285,-0.05,4345.53455,23.6885,0.1,4329.28525,23.4235,-0.05,11.224350000000413,-0.24950000000000117,71,3
21,172.9,4345.53455,23.6885,0.1,4329.28525,23.4235,-0.05,4347.9034,23.6985,0.1,4331.6276,23.419,0.0,11.249300000000403,-0.26500000000000057,71,3
21,173.0,4347.9034,23.6985,0.1,4331.6276,23.419,0.0,4350.27325,23.7085,0.06,4333.9695,23.419,0.0,11.275800000000345,-0.27949999999999875,71,3
21,173.1,4350.27325,23.7085,0.06,4333.9695,23.419,0.0,4352.6441,23.714000000000002,0.05,4336.3114,23.419,0.0,11.303750000000036,-0.2895000000000003,71,3
21,173.2,4352.6441,23.714000000000002,0.05,4336.3114,23.419,0.0,4355.0155,23.719,0.1,4338.6533,23.419,0.0,11.332700000000841,-0.2950000000000017,71,3
21,173.3,4355.0155,23.719,0.1,4338.6533,23.419,0.0,4357.3874,23.7285,0.1,4340.9952,23.419,-0.05,11.362200000000485,-0.3000000000000007,71,3
21,173.4,4357.3874,23.7285,0.1,4340.9952,23.419,-0.05,4359.76025,23.7385,0.05,4343.3371,23.414,-0.05,11.39219999999932,-0.3094999999999999,71,3
21,173.5,4359.76025,23.7385,0.05,4343.3371,23.414,-0.05,4362.1341,23.7435,0.0,4345.6785,23.409000000000002,0.0,11.423150000000533,-0.3244999999999969,71,3
21,173.6,4362.1341,23.7435,0.0,4345.6785,23.409000000000002,0.0,4364.50845,23.7435,0.0,4348.0194,23.409000000000002,-0.05,11.455600000000231,-0.33449999999999847,71,3
21,173.7,4364.50845,23.7435,0.0,4348.0194,23.409000000000002,-0.05,4366.8828,23.743000000000002,-0.01,4350.3603,23.4035,-0.1,11.489050000000134,-0.33449999999999847,71,3
21,173.8,4366.8828,23.743000000000002,-0.01,4350.3603,23.4035,-0.1,4369.2571,23.7425,-0.05,4352.70065,23.3935,-0.11,11.522500000000036,-0.339500000000001,71,3
21,173.9,4369.2571,23.7425,-0.05,4352.70065,23.3935,-0.11,4371.63135,23.737,-0.11,4355.04,23.3825,-0.16,11.55645000000004,-0.3490000000000002,71,3
21,174.0,4371.63135,23.737,-0.11,4355.04,23.3825,-0.16,4374.00505,23.726,-0.11,4357.37825,23.366999999999997,-0.21,11.591349999999693,-0.35449999999999804,71,3
21,174.1,4374.00505,23.726,-0.11,4357.37825,23.366999999999997,-0.21,4376.37765,23.7155,-0.11,4359.71495,23.3465,-0.21,11.626800000000003,-0.35900000000000176,71,3
21,174.2,4376.37765,23.7155,-0.11,4359.71495,23.3465,-0.21,4378.7492,23.7045,-0.16,4362.0496,23.3255,-0.21,11.662700000000768,-0.3689999999999998,71,3
21,174.3,4378.7492,23.7045,-0.16,4362.0496,23.3255,-0.21,4381.11965,23.6885,-0.21,4364.38215,23.305,-0.26,11.699599999999919,-0.3789999999999978,71,3
21,174.4,4381.11965,23.6885,-0.21,4364.38215,23.305,-0.26,4383.4885,23.6675,-0.15,4366.71265,23.279,-0.26,11.737499999999272,-0.3835000000000015,71,3
