run_no,timestamp,xLeaderReal,vLeaderReal,aLeaderReal,xFollowerReal,vFollowerReal,aFollowerReal,xLeaderReal_next,vLeaderReal_next,aLeaderReal_next,xFollowerReal_next,vFollowerReal_next,aFollowerReal_next,spacing,speed_difference,follower_id,leader_id
11,0.3,220.9621,17.048,1.73,186.7559,16.820999999999998,1.64,222.6669,17.2215,1.88,188.438,16.9845,1.73,29.206199999999995,-0.2270000000000003,30,32
11,0.4,222.6669,17.2215,1.88,188.438,16.9845,1.73,224.38905,17.41,1.98,190.13645,17.1575,1.82,29.22890000000001,-0.23699999999999832,30,32
11,0.5,224.38905,17.41,1.98,190.13645,17.1575,1.82,226.13005,17.608,1.96,191.8522,17.3395,1.86,29.2526,-0.2525000000000013,30,32
11,0.6,226.13005,17.608,1.96,191.8522,17.3395,1.86,227.89085,17.8045,1.97,193.58615,17.526,1.81,29.27785,-0.2684999999999995,30,32
11,0.7,227.89085,17.8045,1.97,193.58615,17.526,1.81,229.6713,18.000999999999994,1.95,195.33875,17.7075,1.75,29.304699999999997,-0.2785000000000011,30,32
11,0.8,229.6713,18.000999999999994,1.95,195.33875,17.7075,1.75,231.4714,18.1965,1.84,197.1095,17.882,1.68,29.332549999999998,-0.29349999999999454,30,32
11,0.9,231.4714,18.1965,1.84,197.1095,17.882,1.68,233.29105,18.381,1.73,198.8977,18.0505,1.58,29.36189999999999,-0.3144999999999989,30,32
11,1.0,233.29105,18.381,1.73,198.8977,18.0505,1.58,235.12915,18.554000000000002,1.72,200.70275,18.2085,1.47,29.393350000000027,-0.3305000000000007,30,32
11,1.1,235.12915,18.554000000000002,1.72,200.70275,18.2085,1.47,236.98455,18.7265,1.61,202.5236,18.355,1.31,29.4264,-0.34550000000000125,30,32
11,1.2,236.98455,18.7265,1.61,202.5236,18.355,1.31,238.8572,18.8875,1.45,204.3591,18.486,1.2,29.460950000000025,-0.37150000000000105,30,32
11,1.3,238.8572,18.8875,1.45,204.3591,18.486,1.2,240.74595,19.033,1.36,206.2077,18.605999999999998,1.14,29.498099999999994,-0.40149999999999864,30,32
11,1.4,240.74595,19.033,1.36,206.2077,18.605999999999998,1.14,242.64925,19.1685,1.24,208.0683,18.72,0.99,29.538250000000005,-0.42700000000000315,30,32
11,1.5,242.64925,19.1685,1.24,208.0683,18.72,0.99,244.5661,19.2925,1.19,209.9403,18.819000000000013,0.88,29.58095,-0.4485000000000028,30,32
11,1.6,244.5661,19.2925,1.19,209.9403,18.819000000000013,0.88,246.49535,19.4115,1.14,211.8222,18.907,0.88,29.625799999999998,-0.47349999999998715,30,32
11,1.7,246.49535,19.4115,1.14,211.8222,18.907,0.88,248.4365,19.5255,1.08,213.7129,18.995,0.83,29.673149999999993,-0.5045000000000002,30,32
11,1.8,248.4365,19.5255,1.08,213.7129,18.995,0.83,250.38905,19.6335,1.09,215.6124,19.0785,0.83,29.723600000000005,-0.5305,30,32
11,1.9,250.38905,19.6335,1.09,215.6124,19.0785,0.83,252.3524,19.7425,1.19,217.52025,19.1615,0.94,29.77664999999999,-0.5550000000000033,30,32
11,2.0,252.3524,19.7425,1.19,217.52025,19.1615,0.94,254.32665,19.861,1.4,219.4364,19.2555,1.09,29.832149999999984,-0.5809999999999995,30,32
11,2.1,254.32665,19.861,1.4,219.4364,19.2555,1.09,256.31275,20.000999999999998,1.55,221.36195,19.365,1.3,29.89025000000001,-0.6054999999999993,30,32
11,2.2,256.31275,20.000999999999998,1.55,221.36195,19.365,1.3,258.31285,20.1565,1.77,223.29845,19.495,1.56,29.950799999999987,-0.6359999999999992,30,32
11,2.3,258.31285,20.1565,1.77,223.29845,19.495,1.56,260.3285,20.333,1.92,225.24795,19.6515,1.72,30.014400000000023,-0.6615000000000002,30,32
11,2.4,260.3285,20.333,1.92,225.24795,19.6515,1.72,262.3618,20.525,2.03,227.2131,19.824,1.83,30.080550000000017,-0.6814999999999998,30,32
11,2.5,262.3618,20.525,2.03,227.2131,19.824,1.83,264.4143,20.728,2.13,229.1955,20.007,1.87,30.14870000000002,-0.700999999999997,30,32
11,2.6,264.4143,20.728,2.13,229.1955,20.007,1.87,266.4871,20.9405,2.07,231.1962,20.194000000000013,1.82,30.218800000000016,-0.7210000000000001,30,32
11,2.7,266.4871,20.9405,2.07,231.1962,20.194000000000013,1.82,268.58115,21.148000000000003,1.96,233.2156,20.3765,1.77,30.290899999999993,-0.7464999999999868,30,32
11,2.8,268.58115,21.148000000000003,1.96,233.2156,20.3765,1.77,270.69595,21.344,1.8,235.25325,20.553,1.6,30.365549999999985,-0.7715000000000032,30,32
11,2.9,270.69595,21.344,1.8,235.25325,20.553,1.6,272.83035,21.5245,1.59,237.30855,20.713,1.39,30.442699999999974,-0.7910000000000004,30,32
