run_no,timestamp,xLeaderReal,vLeaderReal,aLeaderReal,xFollowerReal,vFollowerReal,aFollowerReal,xLeaderReal_next,vLeaderReal_next,aLeaderReal_next,xFollowerReal_next,vFollowerReal_next,aFollowerReal_next,spacing,speed_difference,follower_id,leader_id
3,0.0,146.16,22.359,1.3,64.0,22.75,1.4,148.3959,22.489,1.61,66.275,22.8905,1.71,77.16,0.39099999999999824,68,60
3,0.1,148.3959,22.489,1.61,66.275,22.8905,1.71,150.6448,22.65,2.02,68.56405,23.061999999999998,2.12,77.1209,0.40149999999999864,68,60
3,0.2,150.6448,22.65,2.02,68.56405,23.061999999999998,2.12,152.9098,22.8515,2.21,70.87025,23.274,2.33,77.08075000000001,0.41199999999999903,68,60
3,0.3,152.9098,22.8515,2.21,70.87025,23.274,2.33,155.19495,23.073,2.41,73.19765,23.5065,2.62,77.03954999999999,0.42249999999999943,68,60
3,0.4,155.19495,23.073,2.41,73.19765,23.5065,2.62,157.50225,23.3145,2.51,75.5483,23.7685,2.72,76.99730000000001,0.43349999999999866,68,60
3,0.5,157.50225,23.3145,2.51,75.5483,23.7685,2.72,159.8337,23.5655,2.6,77.92515,24.0405,2.91,76.95395,0.4540000000000006,68,60
3,0.6,159.8337,23.5655,2.6,77.92515,24.0405,2.91,162.19025,23.8255,2.59,80.3292,24.331,2.79,76.90854999999999,0.4750000000000014,68,60
3,0.7,162.19025,23.8255,2.59,80.3292,24.331,2.79,164.5728,24.0845,2.58,82.7623,24.6105,2.89,76.86104999999999,0.5054999999999978,68,60
3,0.8,164.5728,24.0845,2.58,82.7623,24.6105,2.89,166.98125,24.342,2.56,85.22335,24.899,2.77,76.8105,0.5259999999999998,68,60
3,0.9,166.98125,24.342,2.56,85.22335,24.899,2.77,169.41545,24.59800000000001,2.35,87.71325,25.176,2.65,76.75789999999999,0.5570000000000022,68,60
3,1.0,169.41545,24.59800000000001,2.35,87.71325,25.176,2.65,171.87525,24.8325,2.13,90.23085,25.4415,2.55,76.70219999999999,0.5779999999999887,68,60
3,1.1,171.87525,24.8325,2.13,90.23085,25.4415,2.55,174.3585,25.0455,2.02,92.775,25.695999999999998,2.33,76.64439999999999,0.6090000000000018,68,60
3,1.2,174.3585,25.0455,2.02,92.775,25.695999999999998,2.33,176.86305,25.2475,1.91,95.3446,25.9285,2.21,76.58349999999999,0.6504999999999974,68,60
3,1.3,176.86305,25.2475,1.91,95.3446,25.9285,2.21,179.3878,25.4385,1.79,97.93745,26.15,2.11,76.51844999999999,0.6810000000000009,68,60
3,1.4,179.3878,25.4385,1.79,97.93745,26.15,2.11,181.93165,25.618000000000002,1.59,100.55245,26.3605,1.89,76.45035,0.7114999999999974,68,60
3,1.5,181.93165,25.618000000000002,1.59,100.55245,26.3605,1.89,184.49345,25.776999999999997,1.38,103.1885,26.55,1.79,76.3792,0.7424999999999962,68,60
3,1.6,184.49345,25.776999999999997,1.38,103.1885,26.55,1.79,187.07115,25.9155,1.38,105.8435,26.729,1.68,76.30494999999999,0.7730000000000032,68,60
3,1.7,187.07115,25.9155,1.38,105.8435,26.729,1.68,189.6627,26.0535,1.27,108.5164,26.897,1.68,76.22764999999998,0.8134999999999977,68,60
3,1.8,189.6627,26.0535,1.27,108.5164,26.897,1.68,192.26805,26.180999999999997,1.28,111.2061,27.065,1.58,76.1463,0.8434999999999988,68,60
3,1.9,192.26805,26.180999999999997,1.28,111.2061,27.065,1.58,194.88615,26.3085,1.38,113.9126,27.22300000000001,1.69,76.06194999999998,0.8840000000000039,68,60
3,2.0,194.88615,26.3085,1.38,113.9126,27.22300000000001,1.69,197.517,26.4465,1.48,116.6349,27.3915,1.89,75.97354999999999,0.914500000000011,68,60
3,2.1,197.517,26.4465,1.48,116.6349,27.3915,1.89,200.16165,26.595,1.8,119.37405,27.5805,2.2,75.8821,0.9450000000000003,68,60
