run_no,timestamp,xLeaderReal,vLeaderReal,aLeaderReal,xFollowerReal,vFollowerReal,aFollowerReal,xLeaderReal_next,vLeaderReal_next,aLeaderReal_next,xFollowerReal_next,vFollowerReal_next,aFollowerReal_next,spacing,speed_difference,follower_id,leader_id
21,65.6,1514.7857,32.5375,0.19,1357.51575,31.493000000000002,0.65,1518.03945,32.556,0.14,1360.66505,31.5575,0.53,152.26994999999988,-1.0444999999999993,88,82
21,65.7,1518.03945,32.556,0.14,1360.66505,31.5575,0.53,1521.29505,32.57,0.09,1363.8208,31.611,0.43,152.37439999999992,-0.9984999999999964,88,82
21,65.8,1521.29505,32.57,0.09,1363.8208,31.611,0.43,1524.55205,32.579,0.09,1366.9819,31.654,0.33,152.47424999999998,-0.9589999999999996,88,82
21,65.9,1524.55205,32.579,0.09,1366.9819,31.654,0.33,1527.80995,32.588,0.09,1370.1473,31.686999999999998,0.28,152.57015,-0.9250000000000007,88,82
21,66.0,1527.80995,32.588,0.09,1370.1473,31.686999999999998,0.28,1531.06875,32.597,0.09,1373.316,31.715,0.28,152.66264999999999,-0.9010000000000034,88,82
21,66.1,1531.06875,32.597,0.09,1373.316,31.715,0.28,1534.32845,32.606,0.09,1376.4875,31.743000000000002,0.23,152.75274999999988,-0.8820000000000014,88,82
21,66.2,1534.32845,32.606,0.09,1376.4875,31.743000000000002,0.23,1537.58905,32.615,0.09,1379.6618,31.766,0.13,152.84095000000002,-0.8629999999999995,88,82
21,66.3,1537.58905,32.615,0.09,1379.6618,31.766,0.13,1540.85055,32.624,0.04,1382.8384,31.779,0.13,152.92724999999996,-0.8490000000000038,88,82
21,66.4,1540.85055,32.624,0.04,1382.8384,31.779,0.13,1544.11295,32.6285,0.04,1386.0163,31.791999999999998,0.13,153.01215000000002,-0.8450000000000024,88,82
21,66.5,1544.11295,32.6285,0.04,1386.0163,31.791999999999998,0.13,1547.3758,32.633,0.09,1389.1955,31.8055,0.13,153.09664999999995,-0.8365000000000045,88,82
21,66.6,1547.3758,32.633,0.09,1389.1955,31.8055,0.13,1550.6391,32.641999999999996,0.05,1392.37605,31.8185,0.19,153.1803,-0.8275000000000041,88,82
21,66.7,1550.6391,32.641999999999996,0.05,1392.37605,31.8185,0.19,1553.9033,32.647,0.04,1395.5579,31.8375,0.14,153.26305000000002,-0.8234999999999957,88,82
21,66.8,1553.9033,32.647,0.04,1395.5579,31.8375,0.14,1557.168,32.650999999999996,0.05,1398.74165,31.851,0.09,153.34539999999993,-0.8094999999999999,88,82
21,66.9,1557.168,32.650999999999996,0.05,1398.74165,31.851,0.09,1560.4331,32.6555,-0.01,1401.92675,31.8595,-0.02,153.42634999999996,-0.7999999999999972,88,82
21,67.0,1560.4331,32.6555,-0.01,1401.92675,31.8595,-0.02,1563.69865,32.655,-0.06,1405.1127,31.858,-0.12,153.50634999999988,-0.7960000000000029,88,82
21,67.1,1563.69865,32.655,-0.06,1405.1127,31.858,-0.12,1566.96415,32.649,-0.05,1408.2985,31.8455,-0.17,153.58595000000014,-0.7970000000000006,88,82
21,67.2,1566.96415,32.649,-0.05,1408.2985,31.8455,-0.17,1570.22905,32.644,-0.01,1411.48305,31.8285,-0.28,153.6656499999999,-0.8034999999999997,88,82
21,67.3,1570.22905,32.644,-0.01,1411.48305,31.8285,-0.28,1573.49345,32.643,-0.01,1414.6659,31.8005,-0.38,153.74599999999987,-0.8155000000000001,88,82
21,67.4,1573.49345,32.643,-0.01,1414.6659,31.8005,-0.38,1576.75775,32.6425,0.0,1417.84595,31.7625,-0.43,153.82754999999997,-0.8425000000000011,88,82
