run_no,timestamp,xLeaderReal,vLeaderReal,aLeaderReal,xFollowerReal,vFollowerReal,aFollowerReal,xLeaderReal_next,vLeaderReal_next,aLeaderReal_next,xFollowerReal_next,vFollowerReal_next,aFollowerReal_next,spacing,speed_difference,follower_id,leader_id
20,14.0,369.0344,21.004,0.8,281.99675,22.399,0.2,371.1348,21.0845,0.81,284.23665,22.419,0.2,82.03764999999999,1.3949999999999996,2,7
20,14.1,371.1348,21.0845,0.81,284.23665,22.419,0.2,373.24325,21.165,0.8,286.47855,22.4395,0.21,81.89814999999999,1.334500000000002,2,7
20,14.2,373.24325,21.165,0.8,286.47855,22.4395,0.21,375.35975,21.2455,0.81,288.7225,22.46,0.3,81.7647,1.2744999999999997,2,7
20,14.3,375.35975,21.2455,0.81,288.7225,22.46,0.3,377.4843,21.3265,0.8,290.9685,22.49,0.2,81.63725,1.214500000000001,2,7
20,14.4,377.4843,21.3265,0.8,290.9685,22.49,0.2,379.61695,21.406999999999996,0.81,293.2175,22.5105,0.31,81.51580000000001,1.163499999999999,2,7
20,14.5,379.61695,21.406999999999996,0.81,293.2175,22.5105,0.31,381.75765,21.4875,0.9,295.46855,22.541,0.3,81.39945,1.103500000000004,2,7
20,14.6,381.75765,21.4875,0.9,295.46855,22.541,0.3,383.9064,21.57800000000001,0.81,297.72265,22.570999999999998,0.2,81.28910000000002,1.0534999999999997,2,7
20,14.7,383.9064,21.57800000000001,0.81,297.72265,22.570999999999998,0.2,386.0642,21.6585,0.91,299.97975,22.5915,0.3,81.18375000000003,0.9929999999999879,2,7
20,14.8,386.0642,21.6585,0.91,299.97975,22.5915,0.3,388.23005,21.749000000000002,0.81,302.2389,22.6215,0.2,81.08445,0.9329999999999998,2,7
20,14.9,388.23005,21.749000000000002,0.81,302.2389,22.6215,0.2,390.40495,21.8295,0.9,304.50105,22.6415,0.3,80.99115,0.8724999999999987,2,7
20,15.0,390.40495,21.8295,0.9,304.50105,22.6415,0.3,392.5879,21.92,0.8,306.7652,22.6715,0.1,80.90389999999996,0.8120000000000012,2,7
20,15.1,392.5879,21.92,0.8,306.7652,22.6715,0.1,394.7799,22.0005,0.9,309.03235,22.6815,0.2,80.8227,0.7515000000000001,2,7
20,15.2,394.7799,22.0005,0.9,309.03235,22.6815,0.2,396.97995,22.0905,0.81,311.3005,22.701,0.0,80.74754999999999,0.6810000000000009,2,7
20,15.3,396.97995,22.0905,0.81,311.3005,22.701,0.0,399.189,22.171,0.9,313.5706,22.701,0.0,80.67944999999997,0.6105000000000018,2,7
