run_no,timestamp,xLeaderReal,vLeaderReal,aLeaderReal,xFollowerReal,vFollowerReal,aFollowerReal,xLeaderReal_next,vLeaderReal_next,aLeaderReal_next,xFollowerReal_next,vFollowerReal_next,aFollowerReal_next,spacing,speed_difference,follower_id,leader_id
19,83.5,2439.8311,24.6015,0.19,2323.9014,29.963,0.49,2442.29125,24.621,0.1,2326.8977,30.011999999999997,0.39,110.92969999999968,5.3614999999999995,48,18
19,83.6,2442.29125,24.621,0.1,2326.8977,30.011999999999997,0.39,2444.75335,24.631,0.19,2329.8989,30.051,0.49,110.39355000000023,5.390999999999998,48,18
19,83.7,2444.75335,24.631,0.19,2329.8989,30.051,0.49,2447.21645,24.6505,0.19,2332.904,30.1,0.49,109.85444999999982,5.419999999999998,48,18
19,83.8,2447.21645,24.6505,0.19,2332.904,30.1,0.49,2449.6815,24.67,0.1,2335.9139999999998,30.1495,0.6,109.3124499999999,5.4495000000000005,48,18
19,83.9,2449.6815,24.67,0.1,2335.9139999999998,30.1495,0.6,2452.1485,24.68,0.2,2338.92895,30.209,0.5,108.76750000000038,5.479499999999998,48,18
19,84.0,2452.1485,24.68,0.2,2338.92895,30.209,0.5,2454.6165,24.7,0.2,2341.94985,30.259,0.5,108.2195499999998,5.529,48,18
19,84.1,2454.6165,24.7,0.2,2341.94985,30.259,0.5,2457.0865,24.7195,0.2,2344.97575,30.3085,0.5,107.66665000000012,5.559000000000001,48,18
19,84.2,2457.0865,24.7195,0.2,2344.97575,30.3085,0.5,2459.55845,24.7395,0.1,2348.0066,30.358,0.49,107.11074999999983,5.588999999999999,48,18
19,84.3,2459.55845,24.7395,0.1,2348.0066,30.358,0.49,2462.0324,24.7495,0.19,2351.0424,30.4075,0.5,106.55184999999983,5.618500000000001,48,18
19,84.4,2462.0324,24.7495,0.19,2351.0424,30.4075,0.5,2464.50735,24.769000000000002,0.1,2354.08315,30.456999999999997,0.39,105.99000000000024,5.657999999999998,48,18
19,84.5,2464.50735,24.769000000000002,0.1,2354.08315,30.456999999999997,0.39,2466.98425,24.779,0.2,2357.12885,30.496,0.29,105.42419999999993,5.687999999999995,48,18
19,84.6,2466.98425,24.779,0.2,2357.12885,30.496,0.29,2469.46215,24.799,0.2,2360.17845,30.525,0.39,104.85539999999992,5.716999999999999,48,18
19,84.7,2469.46215,24.799,0.2,2360.17845,30.525,0.39,2471.94205,24.81900000000001,0.2,2363.23095,30.5645,0.39,104.28369999999995,5.725999999999999,48,18
19,84.8,2471.94205,24.81900000000001,0.2,2363.23095,30.5645,0.39,2474.42395,24.839000000000002,0.2,2366.2874,30.6035,0.4,103.71109999999999,5.745499999999989,48,18
19,84.9,2474.42395,24.839000000000002,0.2,2366.2874,30.6035,0.4,2476.90785,24.859,0.21,2369.34775,30.6435,0.39,103.13654999999972,5.764499999999998,48,18
19,85.0,2476.90785,24.859,0.21,2369.34775,30.6435,0.39,2479.39375,24.8795,0.31,2372.4121,30.683000000000003,0.5,102.56010000000015,5.784499999999998,48,18
19,85.1,2479.39375,24.8795,0.31,2372.4121,30.683000000000003,0.5,2481.8817,24.91,0.3,2375.4804,30.733,0.4,101.98165000000017,5.803500000000003,48,18
19,85.2,2481.8817,24.91,0.3,2375.4804,30.733,0.4,2484.3727,24.9405,0.31,2378.5537,30.773000000000003,0.5,101.40129999999999,5.823,48,18
19,85.3,2484.3727,24.9405,0.31,2378.5537,30.773000000000003,0.5,2486.86675,24.971,0.3,2381.631,30.823,0.39,100.81899999999996,5.832500000000003,48,18
19,85.4,2486.86675,24.971,0.3,2381.631,30.823,0.39,2489.36385,25.0015,0.2,2384.7133,30.8625,0.4,100.23575000000028,5.852,48,18
19,85.5,2489.36385,25.0015,0.2,2384.7133,30.8625,0.4,2491.864,25.022,0.3,2387.79955,30.9025,0.4,99.6505500000003,5.861000000000001,48,18
19,85.6,2491.864,25.022,0.3,2387.79955,30.9025,0.4,2494.3662,25.052,0.3,2390.8898,30.941999999999997,0.39,99.06444999999985,5.880500000000001,48,18
19,85.7,2494.3662,25.052,0.3,2390.8898,30.941999999999997,0.39,2496.8714,25.0825,0.3,2393.984,30.9815,0.3,98.47640000000001,5.889999999999997,48,18
19,85.8,2496.8714,25.0825,0.3,2393.984,30.9815,0.3,2499.37965,25.1125,0.2,2397.08215,31.011,0.29,97.88740000000007,5.899000000000001,48,18
19,85.9,2499.37965,25.1125,0.2,2397.08215,31.011,0.29,2501.8909,25.1325,0.3,2400.18325,31.04,0.19,97.29749999999967,5.8984999999999985,48,18
19,86.0,2501.8909,25.1325,0.3,2400.18325,31.04,0.19,2504.40415,25.1625,0.2,2403.28725,31.059,0.29,96.70764999999983,5.907499999999999,48,18
19,86.1,2504.40415,25.1625,0.2,2403.28725,31.059,0.29,2506.9204,25.1825,0.3,2406.39315,31.088,0.19,96.11689999999999,5.8965,48,18
19,86.2,2506.9204,25.1825,0.3,2406.39315,31.088,0.19,2509.43865,25.2125,0.2,2409.50195,31.1075,0.19,95.5272500000001,5.9055,48,18
19,86.3,2509.43865,25.2125,0.2,2409.50195,31.1075,0.19,2511.9599,25.232,0.2,2412.6127,31.1265,0.19,94.9367000000002,5.895000000000003,48,18
19,86.4,2511.9599,25.232,0.2,2412.6127,31.1265,0.19,2514.4831,25.252,0.2,2415.72535,31.1455,0.19,94.3471999999997,5.894500000000001,48,18
19,86.5,2514.4831,25.252,0.2,2415.72535,31.1455,0.19,2517.0083,25.272,0.2,2418.8399,31.165,0.2,93.75774999999976,5.8934999999999995,48,18
19,86.6,2517.0083,25.272,0.2,2418.8399,31.165,0.2,2519.5355,25.291999999999998,0.3,2421.9564,31.1845,0.19,93.16840000000002,5.893000000000001,48,18
19,86.7,2519.5355,25.291999999999998,0.3,2421.9564,31.1845,0.19,2522.0647,25.322,0.2,2425.07485,31.2035,0.1,92.57909999999993,5.892500000000002,48,18
19,86.8,2522.0647,25.322,0.2,2425.07485,31.2035,0.1,2524.5969,25.342,0.3,2428.1952,31.213,0.2,91.98984999999993,5.881499999999999,48,18
19,86.9,2524.5969,25.342,0.3,2428.1952,31.213,0.2,2527.1311,25.372,0.2,2431.3165,31.2325,0.09,91.40169999999989,5.871000000000002,48,18
19,87.0,2527.1311,25.372,0.2,2431.3165,31.2325,0.09,2529.6683,25.392,0.31,2434.43975,31.2415,0.2,90.81460000000015,5.860500000000002,48,18
19,87.1,2529.6683,25.392,0.31,2434.43975,31.2415,0.2,2532.2075,25.4225,0.3,2437.5639,31.261,0.09,90.22854999999981,5.849499999999999,48,18
