run_no,timestamp,xLeaderReal,vLeaderReal,aLeaderReal,xFollowerReal,vFollowerReal,aFollowerReal,xLeaderReal_next,vLeaderReal_next,aLeaderReal_next,xFollowerReal_next,vFollowerReal_next,aFollowerReal_next,spacing,speed_difference,follower_id,leader_id
7,158.4,4314.75615,21.9505,-0.61,4294.68215,21.6875,-0.01,4316.9512,21.89,-0.7,4296.8509,21.6865,-0.11,15.074000000000524,-0.2630000000000017,49,18
7,158.5,4316.9512,21.89,-0.7,4296.8509,21.6865,-0.11,4319.1402,21.82,-0.71,4299.01955,21.675,-0.22,15.100300000000061,-0.2035000000000018,49,18
7,158.6,4319.1402,21.82,-0.71,4299.01955,21.675,-0.22,4321.3222,21.749000000000002,-0.81,4301.18705,21.6535,-0.32,15.120649999999841,-0.14499999999999957,49,18
7,158.7,4321.3222,21.749000000000002,-0.81,4301.18705,21.6535,-0.32,4323.4971,21.66800000000001,-0.81,4303.3524,21.6215,-0.32,15.135149999999157,-0.09550000000000125,49,18
7,158.8,4323.4971,21.66800000000001,-0.81,4303.3524,21.6215,-0.32,4325.6639,21.587,-0.91,4305.51455,21.589000000000002,-0.43,15.14469999999983,-0.04650000000000887,49,18
7,158.9,4325.6639,21.587,-0.91,4305.51455,21.589000000000002,-0.43,4327.8226,21.496,-0.91,4307.67345,21.5465,-0.53,15.149349999999686,0.0020000000000024443,49,18
7,159.0,4327.8226,21.496,-0.91,4307.67345,21.5465,-0.53,4329.9722,21.4045,-0.92,4309.8281,21.4935,-0.63,15.14915000000019,0.0505000000000031,49,18
7,159.1,4329.9722,21.4045,-0.92,4309.8281,21.4935,-0.63,4332.11265,21.313000000000002,-0.91,4311.97745,21.430999999999997,-0.63,15.144100000000435,0.08900000000000219,49,18
7,159.2,4332.11265,21.313000000000002,-0.91,4311.97745,21.430999999999997,-0.63,4334.24395,21.221999999999998,-1.01,4314.12055,21.368000000000002,-0.72,15.135199999999713,0.117999999999995,49,18
7,159.3,4334.24395,21.221999999999998,-1.01,4314.12055,21.368000000000002,-0.72,4336.36615,21.121,-0.91,4316.25735,21.2955,-0.73,15.123400000000402,0.14600000000000435,49,18
7,159.4,4336.36615,21.121,-0.91,4316.25735,21.2955,-0.73,4338.47825,21.03,-0.91,4318.3869,21.223000000000013,-0.72,15.108799999999974,0.17450000000000188,49,18
7,159.5,4338.47825,21.03,-0.91,4318.3869,21.223000000000013,-0.72,4340.58125,20.9395,-0.8,4320.5092,21.151,-0.72,15.091349999999693,0.19300000000001205,49,18
7,159.6,4340.58125,20.9395,-0.8,4320.5092,21.151,-0.72,4342.6752,20.8595,-0.8,4322.6243,21.079,-0.61,15.072049999999763,0.2115000000000009,49,18
7,159.7,4342.6752,20.8595,-0.8,4322.6243,21.079,-0.61,4344.76115,20.7795,-0.69,4324.7322,21.0175,-0.72,15.050899999999274,0.21950000000000003,49,18
7,159.8,4344.76115,20.7795,-0.69,4324.7322,21.0175,-0.72,4346.8391,20.71,-0.69,4326.83395,20.945999999999998,-0.71,15.028949999999895,0.23799999999999955,49,18
7,159.9,4346.8391,20.71,-0.69,4326.83395,20.945999999999998,-0.71,4348.9101,20.6405,-0.69,4328.92855,20.875,-0.61,15.005149999999958,0.2359999999999971,49,18
7,160.0,4348.9101,20.6405,-0.69,4328.92855,20.875,-0.61,4350.97415,20.5715,-0.49,4331.01605,20.814,-0.61,14.981550000000425,0.2345000000000006,49,18
7,160.1,4350.97415,20.5715,-0.49,4331.01605,20.814,-0.61,4353.0313,20.5225,-0.59,4333.09745,20.7535,-0.71,14.958099999999831,0.24249999999999972,49,18
7,160.2,4353.0313,20.5225,-0.59,4333.09745,20.7535,-0.71,4355.08355,20.464000000000002,-0.48,4335.1728,20.6825,-0.6,14.933849999999438,0.2309999999999981,49,18
7,160.3,4355.08355,20.464000000000002,-0.48,4335.1728,20.6825,-0.6,4357.12995,20.4155,-0.39,4337.24105,20.622,-0.6,14.910750000000007,0.2184999999999988,49,18
7,160.4,4357.12995,20.4155,-0.39,4337.24105,20.622,-0.6,4359.1715,20.377,-0.39,4339.30325,20.5615,-0.71,14.888899999999921,0.20649999999999835,49,18
7,160.5,4359.1715,20.377,-0.39,4339.30325,20.5615,-0.71,4361.2092,20.3385,-0.39,4341.3594,20.491,-0.6,14.868250000000444,0.1844999999999999,49,18
7,160.6,4361.2092,20.3385,-0.39,4341.3594,20.491,-0.6,4363.24305,20.3,-0.38,4343.4085,20.4305,-0.7,14.84979999999996,0.15249999999999986,49,18
7,160.7,4363.24305,20.3,-0.38,4343.4085,20.4305,-0.7,4365.27305,20.2615,-0.39,4345.45155,20.36,-0.71,14.83455000000049,0.13049999999999784,49,18
7,160.8,4365.27305,20.2615,-0.39,4345.45155,20.36,-0.71,4367.2992,20.2225,-0.29,4347.48755,20.2895,-0.7,14.821500000000015,0.09849999999999781,49,18
7,160.9,4367.2992,20.2225,-0.29,4347.48755,20.2895,-0.7,4369.32145,20.194000000000013,-0.39,4349.5165,20.219,-0.81,14.811650000000554,0.06700000000000017,49,18
7,161.0,4369.32145,20.194000000000013,-0.39,4349.5165,20.219,-0.81,4371.34085,20.155,-0.29,4351.5384,20.137999999999998,-0.71,14.804950000000645,0.02499999999998792,49,18
