run_no,timestamp,xLeaderReal,vLeaderReal,aLeaderReal,xFollowerReal,vFollowerReal,aFollowerReal,xLeaderReal_next,vLeaderReal_next,aLeaderReal_next,xFollowerReal_next,vFollowerReal_next,aFollowerReal_next,spacing,speed_difference,follower_id,leader_id
20,110.4,2784.2601,27.371,-0.13,2755.8185,26.799,0.07,2786.9972,27.358,-0.35,2758.4984,26.805999999999997,-0.14,23.441600000000108,-0.5719999999999992,49,13
20,110.5,2786.9972,27.358,-0.35,2758.4984,26.805999999999997,-0.14,2789.7329999999997,27.3235,-0.76,2761.179,26.791999999999998,-0.45,23.498799999999846,-0.5520000000000032,49,13
20,110.6,2789.7329999999997,27.3235,-0.76,2761.179,26.791999999999998,-0.45,2792.46535,27.2475,-0.96,2763.8582,26.747,-0.66,23.553999999999633,-0.5315000000000012,49,13
20,110.7,2792.46535,27.2475,-0.96,2763.8582,26.747,-0.66,2795.1901,27.151,-1.27,2766.5329,26.6815,-0.86,23.60714999999982,-0.5004999999999988,49,13
20,110.8,2795.1901,27.151,-1.27,2766.5329,26.6815,-0.86,2797.9052,27.0235,-1.48,2769.20105,26.595,-0.96,23.657199999999648,-0.46950000000000003,49,13
20,110.9,2797.9052,27.0235,-1.48,2769.20105,26.595,-0.96,2800.60755,26.875999999999998,-1.47,2771.86055,26.4985,-1.17,23.704150000000027,-0.42849999999999966,49,13
20,111.0,2800.60755,26.875999999999998,-1.47,2771.86055,26.4985,-1.17,2803.29515,26.7285,-1.57,2774.5104,26.381999999999998,-1.05,23.7470000000003,-0.3774999999999977,49,13
20,111.1,2803.29515,26.7285,-1.57,2774.5104,26.381999999999998,-1.05,2805.968,26.572,-1.46,2777.1486,26.2765,-1.05,23.784749999999804,-0.3465000000000025,49,13
20,111.2,2805.968,26.572,-1.46,2777.1486,26.2765,-1.05,2808.6252,26.4265,-1.44,2779.77625,26.1715,-1.04,23.81939999999986,-0.29550000000000054,49,13
20,111.3,2808.6252,26.4265,-1.44,2779.77625,26.1715,-1.04,2811.26785,26.281999999999996,-1.33,2782.3934,26.068,-0.82,23.84895000000006,-0.254999999999999,49,13
20,111.4,2811.26785,26.281999999999996,-1.33,2782.3934,26.068,-0.82,2813.89605,26.149,-1.12,2785.0002,25.9855,-0.82,23.87445000000025,-0.21399999999999508,49,13
20,111.5,2813.89605,26.149,-1.12,2785.0002,25.9855,-0.82,2816.51095,26.037,-1.01,2787.59875,25.904,-0.61,23.895849999999882,-0.16350000000000264,49,13
20,111.6,2816.51095,26.037,-1.01,2787.59875,25.904,-0.61,2819.11465,25.936,-0.9,2790.18915,25.843000000000004,-0.6,23.912199999999757,-0.13299999999999912,49,13
