run_no,timestamp,xLeaderReal,vLeaderReal,aLeaderReal,xFollowerReal,vFollowerReal,aFollowerReal,xLeaderReal_next,vLeaderReal_next,aLeaderReal_next,xFollowerReal_next,vFollowerReal_next,aFollowerReal_next,spacing,speed_difference,follower_id,leader_id
21,25.1,854.3599,25.278000000000002,-1.13,766.1427,26.892,-0.27,856.8877,25.165,-1.13,768.8319,26.8655,-0.32,83.21720000000005,1.6139999999999972,39,18
21,25.2,856.8877,25.165,-1.13,768.8319,26.8655,-0.32,859.4042,25.0515,-1.18,771.51845,26.8335,-0.32,83.05579999999998,1.7005000000000017,39,18
21,25.3,859.4042,25.0515,-1.18,771.51845,26.8335,-0.32,861.90935,24.934,-1.23,774.2018,26.8015,-0.26,82.88574999999992,1.782,39,18
21,25.4,861.90935,24.934,-1.23,774.2018,26.8015,-0.26,864.40275,24.811,-1.23,776.88195,26.7755,-0.26,82.70754999999997,1.8674999999999997,39,18
21,25.5,864.40275,24.811,-1.23,776.88195,26.7755,-0.26,866.88385,24.688000000000002,-1.22,779.5595,26.749000000000002,-0.31,82.52080000000001,1.964500000000001,39,18
21,25.6,866.88385,24.688000000000002,-1.22,779.5595,26.749000000000002,-0.31,869.35265,24.566,-1.22,782.2344,26.718000000000004,-0.31,82.3243500000001,2.061,39,18
21,25.7,869.35265,24.566,-1.22,782.2344,26.718000000000004,-0.31,871.80925,24.44400000000001,-1.28,784.9062,26.686999999999998,-0.31,82.11824999999999,2.1520000000000046,39,18
21,25.8,871.80925,24.44400000000001,-1.28,784.9062,26.686999999999998,-0.31,874.25365,24.3165,-1.37,787.5749,26.6565,-0.36,81.90305000000001,2.242999999999988,39,18
21,25.9,874.25365,24.3165,-1.37,787.5749,26.6565,-0.36,876.6853,24.1795,-1.37,790.24055,26.6205,-0.41,81.67875000000004,2.34,39,18
21,26.0,876.6853,24.1795,-1.37,790.24055,26.6205,-0.41,879.10325,24.0425,-1.37,792.9026,26.579,-0.41,81.44475,2.440999999999999,39,18
