run_no,timestamp,xLeaderReal,vLeaderReal,aLeaderReal,xFollowerReal,vFollowerReal,aFollowerReal,xLeaderReal_next,vLeaderReal_next,aLeaderReal_next,xFollowerReal_next,vFollowerReal_next,aFollowerReal_next,spacing,speed_difference,follower_id,leader_id
1,0.0,370.51,20.1285,1.2,261.89,23.868000000000002,1.31,372.52285,20.248,1.5,264.2768,23.999000000000002,1.82,103.62,3.739500000000003,9,6
1,0.1,372.52285,20.248,1.5,264.2768,23.999000000000002,1.82,374.54765,20.398,1.8,266.6767,24.180999999999997,2.13,103.24605000000003,3.7510000000000012,9,6
1,0.2,374.54765,20.398,1.8,266.6767,24.180999999999997,2.13,376.58745,20.5785,2.01,269.0948,24.3935,2.33,102.87095,3.7829999999999977,9,6
1,0.3,376.58745,20.5785,2.01,269.0948,24.3935,2.33,378.6453,20.779,2.2,271.53415,24.625999999999998,2.52,102.49264999999997,3.8150000000000013,9,6
1,0.4,378.6453,20.779,2.2,271.53415,24.625999999999998,2.52,380.7232,20.999000000000002,2.2,273.99675,24.878,2.71,102.11115000000001,3.8469999999999978,9,6
1,0.5,380.7232,20.999000000000002,2.2,273.99675,24.878,2.71,382.8231,21.219,2.39,276.48455,25.149,2.6,101.72645,3.878999999999998,9,6
1,0.6,382.8231,21.219,2.39,276.48455,25.149,2.6,384.945,21.458000000000002,2.38,278.99945,25.409000000000002,2.69,101.33855,3.9299999999999997,9,6
1,0.7,384.945,21.458000000000002,2.38,278.99945,25.409000000000002,2.69,387.0908,21.695999999999998,2.26,281.54035,25.678,2.68,100.94554999999997,3.9510000000000005,9,6
1,0.8,387.0908,21.695999999999998,2.26,281.54035,25.678,2.68,389.2604,21.9225,2.36,284.10815,25.945999999999998,2.56,100.55045000000001,3.982000000000003,9,6
1,0.9,389.2604,21.9225,2.36,284.10815,25.945999999999998,2.56,391.45265,22.1585,2.14,286.70275,26.201999999999998,2.55,100.15224999999998,4.0234999999999985,9,6
1,1.0,391.45265,22.1585,2.14,286.70275,26.201999999999998,2.55,393.6685,22.373,2.14,289.32295,26.456999999999997,2.34,99.74990000000003,4.043499999999998,9,6
1,1.1,393.6685,22.373,2.14,289.32295,26.456999999999997,2.34,395.9058,22.5865,1.92,291.96865,26.691,2.22,99.34555,4.083999999999996,9,6
1,1.2,395.9058,22.5865,1.92,291.96865,26.691,2.22,398.16445,22.779,1.82,294.63775,26.9135,2.12,98.93714999999997,4.104499999999998,9,6
1,1.3,398.16445,22.779,1.82,294.63775,26.9135,2.12,400.44235,22.9605,1.8,297.3291,27.125,2.01,98.5267,4.134499999999999,9,6
1,1.4,400.44235,22.9605,1.8,297.3291,27.125,2.01,402.7384,23.1405,1.6,300.0416,27.326,1.79,98.11325,4.1645,9,6
1,1.5,402.7384,23.1405,1.6,300.0416,27.326,1.79,405.05245,23.3005,1.49,302.7742,27.5055,1.8,97.6968,4.185500000000001,9,6
1,1.6,405.05245,23.3005,1.49,302.7742,27.5055,1.8,407.3825,23.4495,1.39,305.52475,27.685,1.59,97.27825000000001,4.205000000000002,9,6
1,1.7,407.3825,23.4495,1.39,305.52475,27.685,1.59,409.72745,23.588,1.38,308.29325,27.8435,1.68,96.85775000000001,4.235499999999998,9,6
1,1.8,409.72745,23.588,1.38,308.29325,27.8435,1.68,412.08625,23.7265,1.38,311.0776,28.011999999999997,1.58,96.43419999999998,4.255499999999998,9,6
1,1.9,412.08625,23.7265,1.38,311.0776,28.011999999999997,1.58,414.4589,23.865,1.39,313.8788,28.17,1.69,96.00864999999999,4.285499999999995,9,6
